id,question,choices,prompt,response,ground_truth,correct,response_time
1445,What is an example of a change in the Earth?,"['an expanse of water turning to forested land', 'a duck living in the woods', 'a forest growing larger', 'a river flowing strongly']","Question: What is an example of a change in the Earth?
Choices:
A: an expanse of water turning to forested land
B: a duck living in the woods
C: a forest growing larger
D: a river flowing strongly
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The correct answer is",A,True,26.105949
8-465,"when it turns day and night on a planet, what cause this?","['the sun goes to take a rest in a different place', 'the world itself spins, causing it', 'the moon causes this to happen', 'the planet puts off the lights']","Question: when it turns day and night on a planet, what cause this?
Choices:
A: the sun goes to take a rest in a different place
B: the world itself spins, causing it
C: the moon causes this to happen
D: the planet puts off the lights
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The planet puts",B,False,26.861544
1847,Environments which are forested are often green; what is an example of this?,"['a thriving jungle canopy', 'a dry, sandy desert', 'a snowy icy glacier', 'a cold, empty mountaintop']","Question: Environments which are forested are often green; what is an example of this?
Choices:
A: a thriving jungle canopy
B: a dry, sandy desert
C: a snowy icy glacier
D: a cold, empty mountaintop
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""A"".

The",A,False,26.819451
645,Why might a person fall asleep after being lost in a forest on a freezing cold day?,"['energy levels decrease', 'energy levels increase', 'They live there', 'A big meal.']","Question: Why might a person fall asleep after being lost in a forest on a freezing cold day?
Choices:
A: energy levels decrease
B: energy levels increase
C: They live there
D: A big meal.
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",A,True,26.153371
1629,What do city-dwellers eat?,"['dirt', 'rocks', 'Ohio State', 'crops']","Question: What do city-dwellers eat?
Choices:
A: dirt
B: rocks
C: Ohio State
D: crops
Which option (A, B, C, or D) is correct?

Answer:","C

\begin{blockquote}",D,False,25.050425
8-214,What does a tuna have that causes it to swim faster than a seahorse?,"['Lower body temperature', 'Bigger scales', 'Bigger fins', 'Thicker caudal fin']","Question: What does a tuna have that causes it to swim faster than a seahorse?
Choices:
A: Lower body temperature
B: Bigger scales
C: Bigger fins
D: Thicker caudal fin
Which option (A, B, C, or D) is correct?

Answer:",D. Thicker caudal fin,C,False,25.987196
7-419,Pollinators are attracted to,"['mild smells', 'strong personalities', 'weak scents', 'strong aromas']","Question: Pollinators are attracted to
Choices:
A: mild smells
B: strong personalities
C: weak scents
D: strong aromas
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The correct answer is",D,True,25.24169
9-680,Leaves play an important role in photosynthesis by being,"['a receptacle for solar energy', 'a receptacle for oxygen', 'a release point for carbon dioxide', 'a go between for the exchange of information']","Question: Leaves play an important role in photosynthesis by being
Choices:
A: a receptacle for solar energy
B: a receptacle for oxygen
C: a release point for carbon dioxide
D: a go between for the exchange of information
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The leaves are the",A,True,26.622428
8-104,"A man wants to create a room that he can light up with the flick of a switch. To do this, he sends some electricity into a completed electrical circuit, through a conductor, which allows","['light from the sun to shine', 'lights to be burned out', 'sunlight to shine through bulbs', 'his plan to succeed']","Question: A man wants to create a room that he can light up with the flick of a switch. To do this, he sends some electricity into a completed electrical circuit, through a conductor, which allows
Choices:
A: light from the sun to shine
B: lights to be burned out
C: sunlight to shine through bulbs
D: his plan to succeed
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is C.

The man",D,False,28.05588
1653,The inventor of pasteurization also worked on,"['vaccinations', 'telephones', 'automobiles', 'electricity']","Question: The inventor of pasteurization also worked on
Choices:
A: vaccinations
B: telephones
C: automobiles
D: electricity
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The inventor of",A,False,25.514383
1566,Lemonade tastes like,"['citrus', 'bananas', 'apples', 'strawberries']","Question: Lemonade tastes like
Choices:
A: citrus
B: bananas
C: apples
D: strawberries
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",A,True,24.827673
1220,"During seasonal changes, like from summer to fall, what is a common noted change?","['evenings are much brighter', 'new leaves begin to grow', 'stars are seen more easily at night', 'the sun begins to set earlier']","Question: During seasonal changes, like from summer to fall, what is a common noted change?
Choices:
A: evenings are much brighter
B: new leaves begin to grow
C: stars are seen more easily at night
D: the sun begins to set earlier
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to the",D,True,26.290418
9-640,A wasp will use it's stinger,"['if the wasp is flying about unimpeded', 'if a person grabs the wasp', 'if a person ignores the wasp', ""if a wasp is hanging out in it's nest""]","Question: A wasp will use it's stinger
Choices:
A: if the wasp is flying about unimpeded
B: if a person grabs the wasp
C: if a person ignores the wasp
D: if a wasp is hanging out in it's nest
Which option (A, B, C, or D) is correct?

Answer:","I think the answer is D.

The",B,False,27.014643
7-84,The basic outside of our planet is comprised of,"['types of stone', 'frozen green grass', 'solid ice balls', 'molten hot lava']","Question: The basic outside of our planet is comprised of
Choices:
A: types of stone
B: frozen green grass
C: solid ice balls
D: molten hot lava
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to the",A,False,25.692827
9-104,A bird would find nest making materials in a,"['building', 'pond', 'cave', 'tree']","Question: A bird would find nest making materials in a
Choices:
A: building
B: pond
C: cave
D: tree
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",D,False,24.968511
7-278,Canyons are rock formations with cliffs that,"['take a long time to produce', 'have sharks in the water', 'are very narrow and shallow', 'are billions of years old']","Question: Canyons are rock formations with cliffs that
Choices:
A: take a long time to produce
B: have sharks in the water
C: are very narrow and shallow
D: are billions of years old
Which option (A, B, C, or D) is correct?

Answer:","C

Comment: Welcome to the",A,False,26.194319
1360,What is the best example of a live birth?,"['a fish laying a clutch', 'a platypus warming an egg with its furry body until a baby is born', 'a bird warming the eggs in her nest until they hatch', 'a koala delivering into her pouch']","Question: What is the best example of a live birth?
Choices:
A: a fish laying a clutch
B: a platypus warming an egg with its furry body until a baby is born
C: a bird warming the eggs in her nest until they hatch
D: a koala delivering into her pouch
Which option (A, B, C, or D) is correct?

Answer:",A. A fish laying a clutch.,D,False,27.677179
9-898,Which of these would need the fewest hydrocarbon chains containing eight carbon atoms?,"['electric car', 'turbocharged car', 'gasoline car', 'antique car']","Question: Which of these would need the fewest hydrocarbon chains containing eight carbon atoms?
Choices:
A: electric car
B: turbocharged car
C: gasoline car
D: antique car
Which option (A, B, C, or D) is correct?

Answer:","A: electric car

B:",A,True,26.022034
7-200,"Skunks are an animal which has a stink sack, which means that","['it is unable to smell', 'it births live young', 'other creatures avoid it', 'it is a predator']","Question: Skunks are an animal which has a stink sack, which means that
Choices:
A: it is unable to smell
B: it births live young
C: other creatures avoid it
D: it is a predator
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

Skunks are a",C,False,26.298291
9-1140,Evaporation is the reason that,"['crime is on the rise in the cities', 'a rain puddle is suddenly gone', 'the polar ice caps are spreading', 'the Earth is turning into a dirt ball']","Question: Evaporation is the reason that
Choices:
A: crime is on the rise in the cities
B: a rain puddle is suddenly gone
C: the polar ice caps are spreading
D: the Earth is turning into a dirt ball
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",B,False,26.412402
9-471,If farmers want larger chicken populations,"['they should reduce the rooster population', 'they should decrease the number of hens', 'they should encourage predation', 'they should research methods that increase laying']","Question: If farmers want larger chicken populations
Choices:
A: they should reduce the rooster population
B: they should decrease the number of hens
C: they should encourage predation
D: they should research methods that increase laying
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",D,False,26.301065
9-953,"A factory is producing various items. If the factory wants to produce something that will itself produce little pollution, it could create","['trucks', 'windmills', 'ships', 'cars']","Question: A factory is producing various items. If the factory wants to produce something that will itself produce little pollution, it could create
Choices:
A: trucks
B: windmills
C: ships
D: cars
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",B,False,26.113241
348,What source of power can be used up completely?,"['Water', 'wind', 'sunlight', 'natural gas']","Question: What source of power can be used up completely?
Choices:
A: Water
B: wind
C: sunlight
D: natural gas
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",D,False,25.318626
458,What might Lassie do to beat the heat?,"['Pant', 'Drink tea', 'Sleep', 'Eat ice']","Question: What might Lassie do to beat the heat?
Choices:
A: Pant
B: Drink tea
C: Sleep
D: Eat ice
Which option (A, B, C, or D) is correct?

Answer:","\begin{code}
A",A,False,25.283655
